age,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,auto_make,auto_model,auto_year,fraud_reported
32,2006-08-18,IN,100/300,1000,7.179086908486482,0,469875,FEMALE,Masters,farming-fishing,kayaking,wife,29300,0,2015-02-25,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Columbus,23,1,YES,0,1,NO,57700,Toyota,Camry,2003,N
48,2013-04-28,IL,250/500,2000,7.456737588486498,7000000,443342,MALE,College,transport-moving,hiking,not-in-family,46300,-41700,2015-01-24,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,13,3,NO,2,0,NO,56160,Saab,95,1995,N
47,2009-11-29,IN,250/500,500,7.388729757778612,7000000,456363,MALE,MD,adm-clerical,movies,unmarried,0,-59500,2015-01-16,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Columbus,0,3,?,0,3,YES,44400,Jeep,Grand Cherokee,1999,N
56,1990-02-15,IN,100/300,500,7.568818221069231,4000000,470826,MALE,Masters,machine-op-inspct,reading,own-child,49500,-81100,2015-01-12,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,NY,Hillsdale,7,1,?,2,3,?,92730,Mercedes,E400,2004,Y
33,2002-04-12,OH,250/500,1000,6.752433914170539,0,458582,FEMALE,PhD,craft-repair,paintball,not-in-family,37900,0,2015-01-04,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NC,Northbrook,23,1,YES,0,1,YES,30700,Toyota,Corolla,2015,N
24,1999-02-21,OH,250/500,2000,7.358493261731693,4000000,454480,FEMALE,High School,armed-forces,yachting,unmarried,46800,0,2015-02-02,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,Northbrook,7,1,NO,2,0,?,56600,Toyota,Camry,1999,N
24,2011-06-18,IN,500/1000,2000,7.346996819827824,0,435632,FEMALE,MD,armed-forces,dancing,own-child,0,-27700,2015-02-01,Parked Car,?,Trivial Damage,Unknown,VA,Hillsdale,20,1,YES,0,1,?,3960,Audi,A3,1998,N
30,1995-03-26,IL,250/500,2000,7.223966497547892,0,442206,MALE,College,transport-moving,video-games,unmarried,48900,0,2015-02-14,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Arlington,22,1,YES,0,3,?,34800,Accura,MDX,1999,N
36,1991-05-03,IN,250/500,500,7.218609296199702,0,468303,FEMALE,JD,armed-forces,kayaking,not-in-family,43200,0,2015-02-08,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Riverwood,10,3,?,2,0,YES,79500,Chevrolet,Tahoe,2000,N
34,2001-12-19,IN,250/500,1000,6.720726661338765,3000000,467762,FEMALE,College,prof-specialty,basketball,other-relative,0,0,2015-01-22,Single Vehicle Collision,Front Collision,Total Loss,Police,NY,Arlington,10,1,?,2,2,NO,56000,Chevrolet,Malibu,2009,N
29,2012-08-05,IN,250/500,500,7.098896164250822,0,447188,FEMALE,Masters,machine-op-inspct,chess,not-in-family,64800,-44200,2015-01-14,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Arlington,17,1,YES,1,0,YES,73260,Volkswagen,Jetta,2014,Y
46,2004-08-09,OH,250/500,2000,7.014068340823765,0,469438,MALE,MD,craft-repair,base-jumping,unmarried,35000,0,2015-02-03,Parked Car,?,Trivial Damage,Unknown,WV,Arlington,3,1,YES,2,3,YES,4950,Toyota,Camry,1995,N
42,2014-01-20,IN,500/1000,500,6.8986842614197,0,462519,MALE,Masters,machine-op-inspct,kayaking,own-child,32500,0,2015-01-20,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Hillsdale,10,1,NO,0,1,NO,48000,Saab,95,2013,N
37,2011-12-19,IN,250/500,1000,7.016815940648738,0,432534,MALE,College,prof-specialty,dancing,wife,0,0,2015-01-01,Single Vehicle Collision,Side Collision,Major Damage,Fire,SC,Arlington,1,1,YES,0,1,YES,52200,Nissan,Pathfinder,2005,N
38,2008-07-28,IN,250/500,2000,7.20660723535954,0,436467,FEMALE,JD,protective-serv,dancing,unmarried,80900,-111100,2015-02-02,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Springfield,1,3,NO,2,3,?,73800,Audi,A3,1995,N
34,1998-05-05,IL,250/500,2000,7.431613606916824,0,465674,FEMALE,JD,protective-serv,base-jumping,other-relative,0,-69600,2015-01-23,Single Vehicle Collision,Side Collision,Total Loss,Fire,NC,Northbend,7,1,?,1,2,NO,78200,Audi,A3,2009,N
33,1995-04-16,IN,250/500,1000,7.077059138694788,0,442389,MALE,Associate,other-service,bungie-jumping,husband,0,0,2015-01-26,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,VA,Northbend,19,1,?,2,3,NO,55200,Saab,93,2015,Y
43,1992-02-14,IL,500/1000,2000,7.33832267185113,0,471614,FEMALE,PhD,handlers-cleaners,kayaking,own-child,0,-58300,2015-01-02,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Northbend,3,3,NO,0,2,YES,57060,Ford,Fusion,2012,N
30,2007-07-11,OH,250/500,1000,7.068384924907105,0,442936,FEMALE,Masters,protective-serv,dancing,husband,0,-34700,2015-02-25,Vehicle Theft,?,Minor Damage,Unknown,WV,Arlington,3,1,NO,0,3,YES,4680,Chevrolet,Malibu,2013,N
56,2010-04-07,IN,250/500,1000,7.216826954112388,4000000,437944,FEMALE,Masters,transport-moving,cross-fit,not-in-family,0,-63700,2015-01-15,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Hillsdale,23,1,NO,2,0,YES,53100,Accura,MDX,2005,Y
48,1991-03-10,OH,500/1000,2000,7.260916055461013,7000000,473705,FEMALE,MD,prof-specialty,video-games,husband,26900,-55300,2015-02-09,Vehicle Theft,?,Minor Damage,Unknown,WV,Springfield,7,1,?,1,2,NO,3520,Accura,MDX,2013,N
25,1996-01-20,IL,500/1000,2000,7.042338618116866,0,469363,FEMALE,Masters,tech-support,dancing,own-child,63100,-54100,2015-01-16,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,VA,Riverwood,0,3,NO,0,1,YES,72900,Nissan,Maxima,2010,N
38,2010-03-01,IN,250/500,500,7.249008923574666,0,465376,FEMALE,PhD,craft-repair,camping,unmarried,0,0,2015-02-01,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,Arlington,10,1,?,0,1,NO,70700,Volkswagen,Passat,2008,N
30,2014-06-15,IL,100/300,500,7.21170432389779,0,438775,FEMALE,College,adm-clerical,bungie-jumping,wife,100500,0,2015-02-10,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Columbus,4,4,?,0,0,?,60170,Nissan,Pathfinder,2006,N
42,2004-11-25,IN,100/300,500,6.962811484730215,0,457962,MALE,High School,exec-managerial,paintball,husband,69500,-40700,2015-01-03,Single Vehicle Collision,Rear Collision,Major Damage,Other,SC,Columbus,16,1,?,1,1,?,74800,Ford,Fusion,2009,Y
41,2000-08-26,IL,250/500,1000,6.908185186558631,0,477947,MALE,College,prof-specialty,paintball,wife,25800,0,2015-01-01,Vehicle Theft,?,Trivial Damage,Police,WV,Northbend,3,1,YES,2,0,?,4100,Chevrolet,Malibu,2009,N
47,2005-08-23,IN,250/500,2000,7.0535597977304585,0,431104,MALE,High School,prof-specialty,camping,husband,0,0,2015-02-23,Single Vehicle Collision,Side Collision,Minor Damage,Other,SC,Columbus,5,1,YES,0,3,?,61490,Dodge,RAM,2009,N
29,1990-08-09,IL,250/500,1000,7.454667864674284,0,456570,MALE,High School,other-service,basketball,own-child,0,0,2015-01-28,Vehicle Theft,?,Trivial Damage,Unknown,VA,Hillsdale,14,1,?,0,0,?,7200,Audi,A5,1999,N
34,2003-03-28,IN,500/1000,500,7.117667683447204,0,612986,FEMALE,PhD,machine-op-inspct,polo,not-in-family,59500,0,2015-02-22,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,Arlington,7,3,?,0,0,?,45100,Nissan,Pathfinder,2011,N
53,2007-10-23,OH,250/500,500,6.984392193520841,0,615730,MALE,JD,craft-repair,camping,not-in-family,36800,0,2015-01-03,Single Vehicle Collision,Front Collision,Minor Damage,Police,WV,Northbend,16,1,?,2,3,YES,66660,Honda,Civic,2006,N
41,1996-06-27,OH,500/1000,1000,7.189756244461949,0,478640,FEMALE,PhD,prof-specialty,basketball,not-in-family,0,-64500,2015-01-10,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,Northbrook,6,1,NO,2,2,YES,76400,Volkswagen,Jetta,1997,Y
37,1994-12-11,IN,250/500,500,7.326162936459197,0,470510,FEMALE,MD,craft-repair,kayaking,not-in-family,0,0,2015-01-25,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,PA,Riverwood,10,1,YES,1,1,NO,58300,Ford,F150,2001,N
49,1995-12-05,IL,100/300,2000,7.122915044525239,0,439360,FEMALE,JD,transport-moving,skydiving,husband,34900,0,2015-01-10,Single Vehicle Collision,Front Collision,Total Loss,Police,SC,Riverwood,19,1,?,1,1,?,57310,Volkswagen,Passat,2002,N
32,1996-12-15,OH,500/1000,2000,7.129041105794233,0,440251,FEMALE,PhD,priv-house-serv,movies,own-child,0,0,2015-01-28,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Arlington,10,1,?,0,1,?,53100,Suburu,Impreza,2006,N
24,2011-06-06,OH,250/500,1000,7.392444298102863,0,600313,FEMALE,MD,priv-house-serv,paintball,husband,0,0,2015-02-18,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Riverwood,6,3,NO,1,1,?,74700,Suburu,Forrestor,1997,N
28,1995-12-13,OH,250/500,500,6.987822601737335,0,452216,FEMALE,Associate,prof-specialty,golf,own-child,0,0,2015-01-24,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Riverwood,12,3,NO,2,2,NO,60500,Audi,A5,1995,N
26,1997-10-28,OH,250/500,1000,7.147991907722524,0,478532,MALE,Masters,protective-serv,chess,unmarried,0,-72100,2015-01-20,Multi-vehicle Collision,Side Collision,Total Loss,Other,NC,Riverwood,10,3,YES,2,3,NO,84920,Jeep,Wrangler,2006,Y
36,1996-01-04,IL,500/1000,1000,7.120703029317853,5000000,616929,FEMALE,MD,adm-clerical,hiking,own-child,55100,0,2015-01-10,Single Vehicle Collision,Side Collision,Total Loss,Police,PA,Northbrook,0,1,NO,2,0,NO,61050,Dodge,Neon,2009,N
26,2008-05-09,IL,250/500,2000,6.667999505612273,0,620207,MALE,JD,exec-managerial,movies,other-relative,49700,0,2015-01-07,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NY,Hillsdale,12,3,YES,2,0,?,69080,Audi,A5,2009,Y
46,2009-12-05,IN,250/500,500,7.144280889789604,0,605743,FEMALE,JD,prof-specialty,paintball,own-child,52200,-44500,2015-01-16,Vehicle Theft,?,Minor Damage,Unknown,VA,Arlington,10,1,YES,1,3,YES,4560,Nissan,Pathfinder,2007,N
28,1992-01-05,IN,250/500,500,7.319798702450424,0,472814,FEMALE,JD,machine-op-inspct,skydiving,other-relative,0,0,2015-01-01,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Northbend,3,4,NO,0,1,?,67800,Ford,F150,2011,N
32,1997-11-15,OH,250/500,2000,7.0101674525477895,0,464362,MALE,PhD,other-service,reading,wife,43100,-31900,2015-01-07,Vehicle Theft,?,Minor Damage,Police,SC,Riverwood,21,1,YES,1,1,YES,5600,Suburu,Legacy,2005,N
55,2012-12-22,IN,500/1000,2000,7.237152546931386,7000000,456203,MALE,JD,other-service,basketball,wife,0,-53200,2015-02-17,Vehicle Theft,?,Minor Damage,Unknown,NC,Northbrook,6,1,?,0,2,?,9000,Mercedes,ML350,2015,N
43,1992-05-19,IN,100/300,1000,6.883298638548146,0,468984,FEMALE,JD,transport-moving,kayaking,other-relative,52100,0,2015-02-26,Single Vehicle Collision,Rear Collision,Total Loss,Police,VA,Northbend,0,1,NO,0,1,YES,85320,Nissan,Pathfinder,2006,N
24,2002-05-25,IL,100/300,2000,7.1743107480680965,0,473349,FEMALE,PhD,machine-op-inspct,golf,other-relative,51700,-33300,2015-01-31,Vehicle Theft,?,Trivial Damage,Unknown,NC,Arlington,6,1,NO,0,3,YES,5940,Audi,A5,2001,Y
34,2010-04-21,OH,250/500,500,7.137564564843447,0,474771,FEMALE,PhD,armed-forces,movies,husband,0,0,2015-02-27,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Arlington,20,3,YES,1,1,?,51370,BMW,M5,2000,Y
43,1990-03-26,OH,250/500,500,7.137310233257272,0,448294,MALE,Associate,protective-serv,reading,own-child,0,-48800,2015-03-01,Single Vehicle Collision,Rear Collision,Major Damage,Police,SC,Northbrook,4,1,NO,2,2,YES,51600,Dodge,Neon,2011,N
44,2007-05-12,OH,100/300,2000,6.5799731735553575,0,606606,FEMALE,High School,farming-fishing,golf,own-child,45800,0,2015-02-13,Parked Car,?,Trivial Damage,Unknown,SC,Arlington,9,1,NO,0,3,?,5400,Chevrolet,Malibu,1998,N
39,2001-01-02,OH,500/1000,2000,7.329867714863076,0,605220,MALE,JD,craft-repair,reading,unmarried,0,0,2015-01-08,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Northbrook,20,3,?,1,0,YES,48870,Saab,95,1999,N
44,2006-08-10,IN,500/1000,500,7.24178166981677,0,466612,FEMALE,JD,tech-support,reading,husband,0,0,2015-02-05,Vehicle Theft,?,Minor Damage,Police,WV,Springfield,7,1,NO,2,1,?,5590,BMW,X5,2000,N
48,2014-07-28,IL,500/1000,1000,7.126633747748972,0,463331,MALE,Masters,protective-serv,camping,wife,0,-71400,2015-02-20,Multi-vehicle Collision,Front Collision,Major Damage,Other,NY,Springfield,18,3,?,0,2,?,54960,Toyota,Corolla,2002,Y
47,2011-09-27,OH,500/1000,1000,7.081742198986034,0,457843,FEMALE,Associate,prof-specialty,video-games,own-child,59600,0,2015-01-24,Multi-vehicle Collision,Side Collision,Minor Damage,Police,VA,Northbrook,0,3,NO,1,3,?,39800,Jeep,Wrangler,2014,N
37,2013-04-20,IN,500/1000,2000,7.227146752101356,0,609226,FEMALE,Masters,armed-forces,chess,own-child,0,0,2015-01-31,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Columbus,11,3,?,0,1,?,56160,Ford,Fusion,2015,Y
42,1991-03-20,IN,100/300,500,7.237152546931386,0,452942,MALE,Associate,priv-house-serv,golf,not-in-family,63100,-79400,2015-01-23,Single Vehicle Collision,Side Collision,Total Loss,Fire,VA,Hillsdale,13,1,NO,0,3,?,52700,Toyota,Corolla,2005,N
43,2002-12-21,OH,500/1000,1000,7.235986508737485,0,609390,FEMALE,Associate,sales,base-jumping,not-in-family,0,0,2015-01-11,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,Riverwood,19,3,YES,1,3,?,68580,Jeep,Wrangler,2010,N
60,2005-12-03,IN,100/300,1000,7.072939154355171,7000000,446608,MALE,MD,craft-repair,board-games,own-child,0,-54400,2015-02-20,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Springfield,23,1,YES,1,2,YES,90860,Volkswagen,Jetta,2004,Y
53,2011-05-25,IL,250/500,2000,7.062722767987077,6000000,602500,MALE,Associate,priv-house-serv,bungie-jumping,wife,0,0,2015-02-24,Parked Car,?,Trivial Damage,Police,NC,Northbend,23,1,NO,0,3,NO,5700,Saab,93,2001,N
21,2006-10-18,IN,100/300,1000,7.350715252850996,0,463809,MALE,Associate,prof-specialty,golf,not-in-family,0,-75000,2015-01-19,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,Hillsdale,19,3,YES,2,0,YES,94930,Accura,RSX,2014,N
43,2006-07-19,OH,250/500,500,7.281571468743771,0,611996,MALE,MD,farming-fishing,video-games,not-in-family,75800,0,2015-01-08,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Northbend,19,1,NO,1,2,NO,46800,Audi,A5,2007,Y
47,2002-06-08,OH,500/1000,1000,7.100909615440581,0,459298,FEMALE,MD,exec-managerial,polo,wife,66900,-51800,2015-03-01,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Northbend,17,3,NO,2,3,NO,56320,Mercedes,ML350,2000,N
46,2009-02-12,OH,100/300,2000,7.36488894439125,0,468158,MALE,Associate,handlers-cleaners,chess,husband,0,-41400,2015-01-21,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Hillsdale,18,1,NO,1,3,YES,83490,Nissan,Pathfinder,1996,N
36,2001-05-14,IN,500/1000,500,7.306034631275576,0,440831,FEMALE,College,machine-op-inspct,golf,wife,0,-63500,2015-02-28,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Northbrook,17,3,NO,2,2,?,57900,Saab,95,2008,N
36,2001-02-16,IN,250/500,1000,7.000689912135753,0,603848,MALE,High School,armed-forces,kayaking,own-child,0,0,2015-01-26,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Springfield,11,3,?,1,3,YES,49410,Audi,A3,2015,N
45,1993-11-18,OH,500/1000,2000,7.103618071342758,0,617739,MALE,Associate,tech-support,reading,own-child,54400,0,2015-01-31,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,WV,Northbend,22,3,?,0,1,NO,66200,Suburu,Impreza,2012,N
46,1990-02-18,OH,100/300,2000,7.302206624327137,0,607133,MALE,MD,priv-house-serv,reading,husband,35000,0,2015-02-20,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Columbus,7,1,NO,0,1,NO,64080,Toyota,Camry,2005,N
43,2000-05-21,OH,250/500,1000,6.861899804395684,0,437470,FEMALE,College,tech-support,dancing,other-relative,0,0,2015-02-17,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Northbrook,17,3,?,2,3,YES,42500,Nissan,Pathfinder,2000,N
30,2012-08-26,IL,500/1000,2000,7.085399246224981,0,461372,MALE,PhD,exec-managerial,bungie-jumping,own-child,0,-40800,2015-02-02,Multi-vehicle Collision,Side Collision,Total Loss,Other,SC,Columbus,16,3,NO,2,3,?,48950,Suburu,Legacy,2005,N
42,2004-11-16,IN,100/300,1000,6.931579221705137,0,476130,FEMALE,MD,adm-clerical,golf,own-child,0,-45300,2015-02-06,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Northbend,13,3,NO,1,2,YES,58850,Accura,MDX,1999,N
40,2003-01-23,IL,500/1000,1000,7.330044727480604,0,452438,FEMALE,Masters,other-service,golf,husband,73200,0,2015-02-11,Multi-vehicle Collision,Side Collision,Minor Damage,Other,NY,Northbrook,17,3,YES,0,2,YES,82400,Nissan,Pathfinder,2006,N
44,2008-11-07,OH,500/1000,1000,7.411145327245506,0,460517,FEMALE,College,other-service,bungie-jumping,other-relative,0,-48800,2015-01-25,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Springfield,3,1,YES,2,0,?,54240,Suburu,Impreza,2009,N
26,1999-10-19,IL,250/500,1000,6.930944322754836,0,444896,FEMALE,Associate,armed-forces,video-games,other-relative,52700,0,2015-02-23,Multi-vehicle Collision,Front Collision,Minor Damage,Other,SC,Arlington,15,3,?,0,2,?,74200,Jeep,Wrangler,1996,N
53,1990-12-20,IL,100/300,2000,7.2423901143292975,0,448722,FEMALE,Associate,priv-house-serv,base-jumping,unmarried,21500,0,2015-01-29,Single Vehicle Collision,Front Collision,Total Loss,Fire,WV,Hillsdale,16,1,YES,2,1,?,47430,Toyota,Camry,2000,N
43,1996-02-14,IL,250/500,500,7.328141839767303,0,477856,FEMALE,Associate,priv-house-serv,polo,other-relative,61100,-64500,2015-01-02,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Hillsdale,18,1,?,1,3,YES,68200,Dodge,RAM,2003,Y
33,2001-06-10,IN,100/300,1000,6.942417541244138,0,617721,FEMALE,JD,armed-forces,exercise,husband,0,0,2015-02-06,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Hillsdale,18,1,NO,1,0,NO,63900,Accura,TL,2014,N
39,2010-03-17,OH,100/300,1000,7.135965970629365,0,454176,FEMALE,JD,protective-serv,skydiving,not-in-family,60300,-58900,2015-02-14,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Riverwood,22,2,NO,0,3,YES,59300,Dodge,RAM,2008,N
44,2003-07-30,IL,500/1000,2000,7.242719235863972,6000000,618127,FEMALE,College,priv-house-serv,chess,other-relative,0,-61600,2015-02-04,Multi-vehicle Collision,Front Collision,Minor Damage,Other,SC,Springfield,15,3,NO,1,2,YES,66900,Suburu,Forrestor,1999,Y
27,2014-09-17,OH,500/1000,500,6.6799885572656725,0,441923,MALE,JD,farming-fishing,skydiving,husband,0,-51000,2015-02-12,Multi-vehicle Collision,Rear Collision,Major Damage,Police,OH,Arlington,16,3,YES,1,3,?,40810,Ford,F150,2000,Y
43,2009-06-03,IN,100/300,500,6.890832899786187,0,604279,FEMALE,JD,exec-managerial,skydiving,not-in-family,54500,-72100,2015-02-12,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Riverwood,18,1,?,1,0,?,75400,Honda,CRV,2011,N
34,1994-10-11,IN,500/1000,500,6.98014105472086,0,440833,FEMALE,JD,prof-specialty,bungie-jumping,husband,70900,-61100,2015-01-28,Parked Car,?,Minor Damage,Unknown,WV,Northbend,8,1,NO,2,0,YES,4200,Jeep,Wrangler,2013,N
45,1991-07-18,OH,100/300,1000,7.179536601902241,0,451550,FEMALE,Associate,machine-op-inspct,chess,wife,38500,0,2015-01-10,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Hillsdale,23,3,YES,0,0,YES,52650,Ford,F150,2001,Y
49,2001-09-24,IL,250/500,2000,7.153145527243074,0,431853,FEMALE,PhD,armed-forces,kayaking,own-child,0,-46000,2015-01-19,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Hillsdale,18,1,?,0,2,YES,42240,Chevrolet,Malibu,2007,N
39,2012-09-19,IN,500/1000,500,7.236785607454295,0,614274,FEMALE,JD,sales,reading,husband,35200,0,2015-01-19,Single Vehicle Collision,Side Collision,Minor Damage,Other,NC,Riverwood,10,1,YES,1,0,YES,59490,Mercedes,ML350,1995,N
37,1991-07-11,IL,100/300,1000,7.249584569504364,8000000,619148,MALE,MD,tech-support,base-jumping,unmarried,0,0,2015-01-28,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Arlington,12,1,NO,0,2,NO,44200,Jeep,Wrangler,2002,Y
39,1991-10-29,IN,100/300,500,7.351985868436177,0,456781,FEMALE,Masters,protective-serv,reading,unmarried,0,-49300,2015-02-16,Vehicle Theft,?,Trivial Damage,Police,WV,Springfield,5,1,YES,1,2,?,7700,Saab,93,2000,N
57,1999-12-28,IN,500/1000,1000,7.03303900290126,4000000,434293,MALE,MD,priv-house-serv,exercise,other-relative,46300,0,2015-01-08,Multi-vehicle Collision,Front Collision,Total Loss,Other,NY,Northbend,21,3,?,2,3,?,61440,Saab,93,2008,N
37,2012-10-11,OH,250/500,2000,7.548508559710499,0,460895,FEMALE,PhD,handlers-cleaners,sleeping,not-in-family,73700,0,2015-01-24,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Columbus,17,3,YES,1,3,NO,54400,Chevrolet,Silverado,2015,Y
47,1995-08-19,IL,500/1000,500,7.042688189022144,4000000,601600,MALE,MD,priv-house-serv,polo,other-relative,0,0,2015-02-18,Single Vehicle Collision,Front Collision,Total Loss,Other,NC,Arlington,4,1,YES,2,1,?,58560,Mercedes,E400,2002,N
34,1991-02-11,IN,500/1000,500,7.159618445567526,0,465440,MALE,MD,priv-house-serv,video-games,wife,0,0,2015-01-21,Single Vehicle Collision,Front Collision,Major Damage,Fire,VA,Northbrook,11,1,NO,1,1,NO,67300,Dodge,RAM,2000,Y
55,1991-07-02,OH,250/500,2000,7.17492337118621,0,455482,MALE,MD,farming-fishing,skydiving,wife,66200,-49700,2015-01-08,Single Vehicle Collision,Rear Collision,Major Damage,Fire,VA,Hillsdale,18,1,?,1,3,YES,36740,BMW,X5,1998,Y
30,1994-04-10,IL,100/300,1000,6.9799177885215045,0,438877,FEMALE,High School,machine-op-inspct,dancing,not-in-family,0,0,2015-02-02,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Northbrook,12,1,?,0,0,NO,85690,BMW,3 Series,2011,N
31,2005-12-04,OH,500/1000,1000,6.959085072703579,0,479824,FEMALE,Associate,exec-managerial,bungie-jumping,not-in-family,0,0,2015-03-01,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,WV,Riverwood,18,3,YES,0,3,NO,34160,Audi,A5,2005,Y
48,2014-07-16,IL,250/500,1000,7.235871270662697,0,477415,MALE,JD,transport-moving,paintball,not-in-family,0,-72000,2015-02-04,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Hillsdale,16,1,NO,2,2,?,61320,BMW,M5,1998,N
45,2003-09-17,IL,250/500,500,6.989003413682656,0,614372,MALE,JD,other-service,paintball,husband,59800,0,2015-02-27,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NC,Columbus,19,3,YES,0,0,?,79680,BMW,3 Series,2004,N
30,2000-07-15,IL,250/500,1000,7.524442492847186,0,465248,FEMALE,High School,craft-repair,exercise,other-relative,78800,0,2015-02-09,Single Vehicle Collision,Front Collision,Total Loss,Fire,SC,Riverwood,13,1,NO,1,0,YES,61740,Audi,A3,2002,N
55,2009-07-29,IN,250/500,500,7.147787411961166,4000000,449421,MALE,College,armed-forces,exercise,husband,24000,-50500,2015-02-19,Parked Car,?,Minor Damage,Unknown,VA,Arlington,4,1,NO,0,0,NO,6400,Honda,Civic,2002,N
55,1991-04-13,OH,500/1000,500,7.286869567100307,0,445856,FEMALE,MD,other-service,chess,wife,35900,0,2015-01-12,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Northbrook,8,1,YES,1,2,YES,60600,Accura,TL,2011,N
38,2005-11-20,IL,100/300,2000,7.1344445368428415,0,608525,FEMALE,Masters,craft-repair,sleeping,not-in-family,0,0,2015-02-07,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Hillsdale,19,3,NO,2,0,NO,56320,Volkswagen,Jetta,2007,N
34,1990-05-20,IN,100/300,1000,7.0418315231480975,0,608813,FEMALE,JD,priv-house-serv,sleeping,other-relative,0,0,2015-01-13,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NC,Northbend,18,1,YES,2,0,NO,52250,Suburu,Legacy,2012,N
60,2002-11-28,IL,500/1000,1000,7.081246294391275,0,459295,FEMALE,MD,exec-managerial,camping,other-relative,0,-44800,2015-01-18,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Arlington,9,2,?,0,3,?,53900,Saab,95,2006,N
35,2004-06-15,IL,500/1000,1000,7.026781985403778,0,606144,MALE,Masters,adm-clerical,yachting,husband,40000,-43400,2015-01-15,Vehicle Theft,?,Trivial Damage,Unknown,WV,Columbus,6,1,?,2,1,NO,2640,Jeep,Wrangler,2001,N
33,2010-09-26,OH,250/500,500,7.166582526342303,0,476315,MALE,High School,transport-moving,sleeping,husband,0,0,2015-02-23,Vehicle Theft,?,Minor Damage,Unknown,NC,Arlington,8,1,YES,0,0,?,8970,Dodge,Neon,2011,N
31,1990-09-15,IN,100/300,500,7.2865341218277955,0,475891,MALE,MD,priv-house-serv,movies,not-in-family,0,0,2015-02-17,Parked Car,?,Minor Damage,Unknown,NY,Springfield,6,1,?,1,3,?,6000,Suburu,Impreza,2000,N
